file,cluster,centroid_distance,cluster_size,embedding,silhouette_overall
D:\GitHub\dolap\files_dolab\files\157852.py,11,15.772327,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157853.py,11,16.055801,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157854.py,11,18.079086,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157855.py,11,16.055101,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157856.py,11,18.747227,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157857.py,11,18.602516,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157858.py,11,22.026348,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157859.py,11,18.602516,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157860.py,11,15.655535,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157862.py,10,16.11189,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157863.py,11,16.488998,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157864.py,10,16.125969,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157865.py,11,18.186338,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157866.py,10,15.877587,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157867.py,10,15.847011,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157868.py,11,15.68322,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157869.py,11,15.772327,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157870.py,11,16.393854,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157871.py,11,16.454306,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157872.py,11,16.055101,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157873.py,11,15.772327,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157874.py,11,16.393854,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157875.py,10,16.11189,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157876.py,10,17.10907,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157877.py,11,15.6846695,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157878.py,10,17.10907,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157879.py,11,16.055101,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157881.py,11,16.393854,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157882.py,11,16.22584,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157883.py,11,23.571924,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157884.py,10,17.01982,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157885.py,10,17.01982,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157886.py,11,18.279242,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157887.py,1,19.92629,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157888.py,10,22.817862,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157889.py,11,18.186338,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157890.py,11,15.68322,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157891.py,10,17.01982,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157892.py,11,15.772327,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157894.py,10,16.962904,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157895.py,10,17.01982,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157896.py,10,15.877587,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157897.py,11,22.27366,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157898.py,11,23.571924,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157899.py,10,17.01982,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157900.py,3,19.583397,804,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157901.py,11,15.719465,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157902.py,11,23.571924,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157903.py,11,15.772327,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157904.py,11,18.280989,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157905.py,11,22.399876,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157906.py,11,31.41563,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157907.py,11,15.772327,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157908.py,11,17.507154,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157909.py,10,15.877587,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157910.py,11,18.280989,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157911.py,10,15.877587,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157912.py,11,16.445736,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157913.py,11,22.836727,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157914.py,1,16.812925,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157915.py,10,15.729561,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157916.py,1,18.74459,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157917.py,10,15.729561,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157918.py,11,23.571924,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157919.py,10,15.729561,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157920.py,11,31.053938,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157921.py,1,19.275928,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157923.py,11,18.186338,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157925.py,11,18.186338,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157926.py,3,23.177164,804,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157927.py,11,18.280989,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157928.py,1,19.739634,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157929.py,10,17.029705,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157930.py,1,17.308456,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157931.py,10,15.729561,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157932.py,10,18.828348,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157933.py,11,25.059368,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157934.py,11,33.73408,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157935.py,1,19.470594,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157936.py,11,20.867285,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157937.py,1,19.396336,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157938.py,11,17.265266,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157939.py,11,16.364672,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157940.py,10,17.601267,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157941.py,11,15.772327,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157942.py,0,12.87577,665,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157943.py,1,21.808107,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157944.py,11,22.399876,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157946.py,11,18.003979,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157947.py,11,16.42858,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157948.py,1,19.02972,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157949.py,1,16.81823,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157950.py,1,19.719242,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157951.py,10,23.879992,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157952.py,11,24.199636,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157953.py,11,14.549377,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157954.py,11,22.399876,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157955.py,10,17.05169,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157956.py,11,14.549377,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157957.py,11,18.186338,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157958.py,11,22.27366,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157959.py,11,15.772327,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157960.py,11,15.760099,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157961.py,3,20.120825,804,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157962.py,10,15.857709,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157963.py,10,17.38009,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157964.py,11,17.265266,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157965.py,11,19.370584,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157968.py,11,24.199636,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157970.py,11,21.88933,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157971.py,11,22.81077,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157972.py,10,17.481615,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157973.py,10,15.877587,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157974.py,11,23.571924,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157975.py,11,18.935326,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157976.py,11,18.280989,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157977.py,1,21.284222,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157982.py,1,21.338388,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157984.py,11,18.275408,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157985.py,1,18.983274,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157986.py,11,18.453072,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157987.py,1,18.719112,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157988.py,1,21.999384,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157989.py,3,23.249105,804,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157990.py,10,20.224804,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157992.py,10,16.015966,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157993.py,11,22.27366,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157994.py,10,22.817862,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157995.py,3,23.177164,804,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157996.py,11,18.458744,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157997.py,11,18.280989,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157998.py,1,19.739634,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\157999.py,3,19.361633,804,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158000.py,11,17.265266,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158001.py,11,17.265266,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158002.py,11,16.25506,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158003.py,1,20.1832,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158004.py,11,21.88933,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158005.py,11,16.44651,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158006.py,11,18.045649,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158007.py,11,15.994409,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158008.py,3,20.138205,804,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158010.py,3,34.139336,804,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158011.py,1,21.22686,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158012.py,11,23.490429,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158013.py,1,18.721886,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158014.py,1,18.480402,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158015.py,11,15.908563,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158016.py,11,13.908359,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158017.py,11,17.169199,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158018.py,1,17.710463,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158019.py,1,17.160454,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158020.py,11,15.908563,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158021.py,1,19.739634,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158022.py,11,15.772327,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158023.py,9,21.506512,908,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158025.py,1,21.22686,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158026.py,10,18.44145,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158027.py,1,20.1832,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158028.py,11,15.600961,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158030.py,11,16.22584,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158031.py,1,19.696785,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158032.py,10,17.01982,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158033.py,1,19.925323,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158035.py,11,20.55207,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158036.py,11,19.390078,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158037.py,10,17.01982,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158039.py,1,26.069277,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158040.py,2,29.83635,608,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158041.py,11,15.76091,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158042.py,1,17.906982,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158043.py,11,17.58134,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158044.py,11,20.206331,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158045.py,1,15.860053,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158046.py,11,18.235495,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158047.py,11,23.571924,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158048.py,11,18.438803,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158049.py,1,21.22686,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158050.py,11,17.265266,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158051.py,11,15.772327,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158052.py,1,17.160454,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158055.py,11,22.036041,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158056.py,11,30.727654,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158057.py,11,21.88933,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158058.py,10,17.01982,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158059.py,11,16.055101,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158060.py,10,17.10907,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158062.py,1,17.906982,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158064.py,11,18.935326,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158065.py,11,16.95034,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158066.py,11,18.186338,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158067.py,1,18.773865,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158068.py,11,22.247189,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158069.py,10,22.683022,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158070.py,11,19.556248,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158071.py,10,22.683022,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158072.py,11,19.40179,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158073.py,1,19.936039,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158074.py,1,19.361374,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158075.py,3,23.177164,804,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158076.py,11,19.480154,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158077.py,10,17.01982,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158078.py,3,22.260998,804,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158080.py,10,17.01982,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158081.py,11,20.55207,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158082.py,11,17.265266,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158083.py,11,23.571924,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158085.py,10,15.918129,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158086.py,10,17.01982,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158087.py,11,20.206331,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158088.py,1,19.925323,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158089.py,10,18.079916,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158090.py,1,19.842102,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158091.py,11,19.5637,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158092.py,11,20.206331,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158093.py,10,27.102167,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158094.py,11,22.27366,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158095.py,11,23.707989,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158097.py,0,13.842393,665,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158098.py,1,20.358988,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158099.py,11,17.101538,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158100.py,11,15.587427,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158101.py,11,18.453072,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158102.py,11,19.529724,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158103.py,11,17.265266,583,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158104.py,10,15.802255,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158105.py,10,15.876815,424,CodeT5Enc:Salesforce/codet5-base,0.2318152
D:\GitHub\dolap\files_dolab\files\158106.py,1,19.116547,670,CodeT5Enc:Salesforce/codet5-base,0.2318152
